id,total_UFC_fights,UFC_wins,UFC_losses,last_fight,total_fight_time_sec,total_rounds_fought,kd,sig_str_landed,sig_str_atmpted,total_str_landed,total_str_atmpted,td_landed,td_atmpted,ctrl,sub_att,head_landed,head_atmpted,body_landed,body_atmpted,leg_landed,leg_atmpted,dist_landed,dist_atmpted,clinch_landed,clinch_atmpted,ground_landed,ground_atmpted,sig_str_absorbed,total_str_absorbed,takedowns_allowed,time_controlled,knockdowns_absorbed,takedowns_defended,subs_defended,head_absorbed,body_absorbed,leg_absorbed,dist_absorbed,clinch_absorbed,ground_absorbed,ctrl_differential,str_differential,opp_sig_str_landed,opp_takedowns_landed,name,division,wins_by_ko_tko,losses_by_ko_tko,wins_by_submission,losses_by_submission,wins_by_decision,losses_by_decision,wins_by_other,losses_by_other,career_total_sig_str_acc,career_total_str_acc,career_td_acc,career_head_acc,career_body_acc,career_leg_acc,career_dist_acc,career_clinch_acc,career_ground_acc,str_landed_per_min,td_per_min,td_att_per_min,kd_per_min,ctrl_per_min,sig_str_absorbed_per_min,times_knockedown_per_min,time_controlled_per_min,avg_fight_time_sec,win_percentage,finish_rate,ko_tko_win_rate,ko_tko_vulnerability,submission_win_rate,submission_vulnerability,decision_win_rate,decision_vulnerability,other_win_rate,other_vulnerability,career_td_defense,head_str_percentage,body_str_percentage,leg_str_percentage,str_efficiency_ratio,control_dominance_ratio,takedown_dominance_ratio,performance_differential_per_min,knockdown_differential,chin_durability,head_absorbed_percentage,body_absorbed_percentage,leg_absorbed_percentage,dist_absorbed_percentage,clinch_absorbed_percentage,ground_absorbed_percentage,style_diversity_index,submission_threat,power_efficiency,ctr_time_per_td_atmpt,submission_conversion_rate,nick_name,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg
001eb2ab0f30e7ea,1,0,1,2025-06-07,900,3,0.0,58.0,114.0,64.0,120.0,2.0,11.0,279.0,0.0,48.0,102.0,7.0,9.0,3.0,3.0,54.0,106.0,2.0,6.0,2.0,2.0,110.0,115.0,0.0,38.0,1.0,0.0,0.0,63.0,16.0,31.0,94.0,10.0,6.0,241.0,-52.0,110.0,0.0,Mark Choinski,lightweight,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.877192982456144,53.333333333333336,18.181818181818183,47.05882352941176,77.77777777777779,100.0,50.943396226415096,33.33333333333333,100.0,4.266666666666667,0.13333333333333333,0.7333333333333334,0.0,18.6,7.333333333333333,0.06666666666666667,2.533333333333333,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,82.75862068965517,12.068965517241379,5.172413793103448,0.5272727272727272,7.342105263157895,2.0,12.6,-1.0,0.09090909090909094,57.27272727272727,14.545454545454545,28.18181818181818,85.45454545454545,9.090909090909092,5.454545454545454,0.29875805788934007,0.0,0.0,25.363636363636363,0.0,The Shark,172.72,70.31,175.26,Orthodox,"Oct 22, 1995",3.87,50,7.33,33,2.0,18,0,0.0
002ca196477ce572,2,0,2,2019-07-20,1800,6,0.0,39.0,113.0,101.0,188.0,3.0,12.0,415.0,1.0,29.0,99.0,6.0,10.0,4.0,4.0,33.0,101.0,3.0,7.0,3.0,5.0,104.0,135.0,8.0,864.0,0.0,5.0,2.0,78.0,15.0,11.0,62.0,15.0,27.0,-449.0,-65.0,104.0,8.0,Gabriel Silva,bantamweight,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,34.51327433628318,53.72340425531915,25.0,29.292929292929294,60.0,100.0,32.67326732673268,42.857142857142854,60.0,3.3666666666666667,0.1,0.4,0.0,13.833333333333334,3.4666666666666663,0.0,28.799999999999997,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,38.46153846153847,74.35897435897436,15.384615384615385,10.256410256410255,0.375,0.48032407407407407,0.375,-17.133333333333333,0.0,1.0,75.0,14.423076923076922,10.576923076923077,59.61538461538461,14.423076923076922,25.961538461538463,0.5359610494090694,0.16666666666666666,0.0,34.583333333333336,0.0,,167.64,61.23,180.34,Orthodox,"Aug 26, 1994",1.3,34,3.47,45,1.5,25,38,0.5
003d82fa384ca1d0,2,0,2,2021-03-06,185,2,0.0,2.0,15.0,2.0,15.0,0.0,3.0,16.0,0.0,2.0,6.0,0.0,5.0,0.0,4.0,2.0,15.0,0.0,0.0,0.0,0.0,65.0,84.0,0.0,63.0,1.0,0.0,0.0,62.0,1.0,2.0,9.0,7.0,49.0,-47.0,-63.0,65.0,0.0,Aalon Cruz,lightweight,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,13.333333333333334,0.0,33.33333333333333,0.0,0.0,13.333333333333334,0.0,0.0,0.6486486486486487,0.0,0.972972972972973,0.0,5.1891891891891895,21.08108108108108,0.32432432432432434,20.432432432432435,92.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.03076923076923077,0.25396825396825395,0.0,-35.67567567567568,-1.0,-0.5384615384615383,95.38461538461539,1.5384615384615385,3.076923076923077,13.846153846153847,10.76923076923077,75.38461538461539,-1.000000082690371e-10,0.0,0.0,5.333333333333333,0.0,,182.88,65.77,198.12,Switch,"Sep 20, 1989",7.58,39,8.88,58,0.0,0,0,0.0
0052de90691d4a93,7,4,3,2017-03-11,4622,17,0.0,203.0,538.0,269.0,614.0,10.0,25.0,757.0,3.0,147.0,438.0,31.0,73.0,25.0,27.0,159.0,479.0,20.0,27.0,24.0,32.0,265.0,350.0,1.0,539.0,1.0,5.0,0.0,161.0,51.0,53.0,229.0,15.0,21.0,218.0,-62.0,265.0,1.0,Davi Ramos,welterweight,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,37.732342007434944,43.811074918566774,40.0,33.56164383561644,42.465753424657535,92.5925925925926,33.194154488517746,74.07407407407408,75.0,3.4919948074426657,0.12981393336218086,0.3245348334054522,0.0,9.826914755517093,3.440069234097793,0.012981393336218087,6.996971008221549,660.2857142857143,57.14285714285714,42.857142857142854,0.0,0.0,42.857142857142854,0.0,14.285714285714285,42.857142857142854,0.0,0.0,83.33333333333334,72.41379310344827,15.270935960591133,12.31527093596059,0.7660377358490567,1.4044526901669758,10.0,2.0250973604500215,-1.0,0.6226415094339622,60.75471698113207,19.245283018867926,20.0,86.41509433962264,5.660377358490567,7.9245283018867925,0.6721039809464803,0.08823529411764706,0.0,30.28,100.0,Tasmanian Devil,167.64,70.31,177.8,Orthodox,"Nov 05, 1986",2.64,37,3.44,56,1.95,40,83,0.6
008dc37cca279def,3,1,2,2010-09-25,848,4,0.0,12.0,27.0,20.0,36.0,2.0,5.0,264.0,4.0,10.0,25.0,2.0,2.0,0.0,0.0,5.0,15.0,0.0,1.0,7.0,11.0,35.0,85.0,2.0,418.0,0.0,1.0,2.0,29.0,3.0,3.0,6.0,3.0,26.0,-154.0,-23.0,35.0,2.0,Sean McCorkle,heavyweight,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,44.44444444444444,55.55555555555556,40.0,40.0,100.0,0.0,33.33333333333333,0.0,63.63636363636363,1.4150943396226416,0.14150943396226415,0.3537735849056604,0.0,18.67924528301887,2.4764150943396226,0.0,29.575471698113205,282.6666666666667,33.33333333333333,33.33333333333333,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,33.33333333333333,83.33333333333334,16.666666666666664,0.0,0.34285714285714286,0.631578947368421,1.0,-12.523584905660378,0.0,1.0,82.85714285714286,8.571428571428571,8.571428571428571,17.142857142857142,8.571428571428571,74.28571428571429,0.6791932657915256,0.4444444444444444,0.0,52.8,25.0,,200.66,120.2,205.74,Orthodox,"Jul 17, 1976",0.85,44,2.48,52,2.12,40,33,4.2
008ea710276c9606,3,3,0,2021-04-24,2146,8,3.0,292.0,566.0,445.0,735.0,0.0,1.0,263.0,0.0,249.0,515.0,30.0,35.0,13.0,16.0,236.0,497.0,15.0,17.0,41.0,52.0,173.0,224.0,5.0,507.0,0.0,14.0,0.0,94.0,57.0,22.0,153.0,14.0,6.0,-244.0,119.0,173.0,5.0,Jeff Molina,flyweight,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51.590106007067135,60.544217687074834,0.0,48.349514563106794,85.71428571428571,81.25,47.48490945674044,88.23529411764706,78.84615384615384,12.44175209692451,0.0,0.027958993476234855,0.08387698042870458,7.3532152842497664,4.8369058713886295,0.0,14.175209692451073,715.3333333333334,100.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,73.68421052631578,85.27397260273972,10.273972602739725,4.4520547945205475,1.6878612716763006,0.5187376725838264,0.0,-3.494874184529357,3.0,1.0,54.33526011560693,32.947976878612714,12.716763005780345,88.4393063583815,8.092485549132949,3.4682080924855487,0.6002417686208374,0.0,0.010273972602739725,263.0,0.0,El Jefe,167.64,56.7,175.26,Orthodox,"Jul 17, 1997",7.25,48,5.04,55,0.0,0,66,0.0
009341ed974bad72,7,5,2,2020-07-11,4529,18,4.0,433.0,775.0,489.0,838.0,3.0,5.0,662.0,1.0,347.0,666.0,64.0,81.0,22.0,28.0,327.0,626.0,29.0,36.0,77.0,113.0,430.0,511.0,6.0,644.0,3.0,13.0,3.0,298.0,74.0,58.0,310.0,33.0,87.0,18.0,3.0,430.0,6.0,Jiri Prochazka,light heavyweight,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,55.87096774193549,58.35322195704057,60.0,52.1021021021021,79.01234567901234,78.57142857142857,52.23642172523961,80.55555555555556,68.14159292035397,6.478251269595938,0.03974387281960698,0.0662397880326783,0.05299183042614264,8.770147935526607,5.696621770810333,0.03974387281960698,8.531684698608965,647.0,71.42857142857143,71.42857142857143,57.14285714285714,28.57142857142857,14.285714285714285,0.0,0.0,0.0,0.0,0.0,68.42105263157895,80.13856812933025,14.780600461893764,5.080831408775981,1.0069767441860464,1.0279503105590062,0.5,0.2782071097372488,1.0,0.3023255813953488,69.30232558139535,17.209302325581397,13.488372093023257,72.09302325581395,7.674418604651163,20.232558139534884,0.7002029183820666,0.0125,0.009237875288683603,132.4,100.0,,190.5,92.99,203.2,Orthodox,"Oct 14, 1992",5.74,55,5.7,43,0.6,60,68,0.2
009c4420727149ea,4,1,3,2022-10-22,2973,10,0.0,192.0,431.0,250.0,508.0,5.0,6.0,424.0,0.0,105.0,326.0,29.0,40.0,58.0,65.0,167.0,389.0,18.0,29.0,7.0,13.0,278.0,391.0,7.0,606.0,1.0,13.0,0.0,131.0,58.0,89.0,200.0,21.0,57.0,-182.0,-86.0,278.0,7.0,AJ Dobson,middleweight,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,44.5475638051044,49.21259842519685,83.33333333333334,32.20858895705521,72.5,89.23076923076924,42.9305912596401,62.06896551724138,53.84615384615385,5.045408678102926,0.10090817356205853,0.12108980827447023,0.0,8.557013118062564,5.610494450050454,0.020181634712411706,12.230070635721495,743.25,25.0,0.0,0.0,25.0,0.0,0.0,25.0,50.0,0.0,0.0,65.0,54.6875,15.104166666666666,30.208333333333332,0.6906474820143885,0.6996699669966997,0.7142857142857143,-5.408678102926338,-1.0,0.6402877697841727,47.122302158273385,20.863309352517987,32.014388489208635,71.94244604316546,7.553956834532374,20.503597122302157,0.46399001048238436,0.0,0.0,70.66666666666667,0.0,,185.42,83.91,193.04,Orthodox,"Jan 18, 1992",4.29,46,5.31,46,1.67,75,65,0.3
00a3ff40c4b2cf21,3,1,2,2015-08-01,2686,9,0.0,105.0,247.0,185.0,335.0,8.0,19.0,732.0,1.0,68.0,199.0,16.0,22.0,21.0,26.0,66.0,199.0,32.0,38.0,7.0,10.0,155.0,290.0,7.0,1033.0,0.0,23.0,0.0,131.0,14.0,10.0,129.0,11.0,15.0,-301.0,-50.0,155.0,7.0,Glaico Franca Moreira,ultimate fighter brazil 4 lightweight tournament,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,42.51012145748988,55.223880597014926,42.10526315789473,34.17085427135678,72.72727272727273,80.76923076923077,33.165829145728644,84.21052631578947,70.0,4.132539091586001,0.17870439314966494,0.4244229337304542,0.0,16.351451973194344,3.462397617274758,0.0,23.075204765450486,895.3333333333334,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666,0.0,0.0,76.66666666666667,64.76190476190476,15.238095238095239,20.0,0.6774193548387096,0.7086156824782188,1.1428571428571428,-7.840655249441549,0.0,1.0,84.51612903225806,9.032258064516128,6.451612903225806,83.22580645161291,7.096774193548387,9.67741935483871,0.8345114650315946,0.06666666666666667,0.0,38.526315789473685,100.0,Nego,182.88,70.31,195.58,Orthodox,"Feb 28, 1991",2.35,42,3.46,47,2.68,42,76,0.3
00debc804e2b1cd4,5,2,3,2013-04-13,2224,9,3.0,82.0,163.0,116.0,200.0,7.0,14.0,347.0,1.0,48.0,115.0,19.0,25.0,15.0,23.0,45.0,115.0,19.0,25.0,18.0,23.0,101.0,151.0,6.0,996.0,0.0,8.0,4.0,77.0,18.0,6.0,54.0,21.0,26.0,-649.0,-19.0,101.0,6.0,Dylan Andrews,middleweight,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,50.306748466257666,57.99999999999999,50.0,41.73913043478261,76.0,65.21739130434783,39.130434782608695,76.0,78.26086956521739,3.129496402877698,0.18884892086330934,0.3776978417266187,0.08093525179856116,9.361510791366907,2.7248201438848922,0.0,26.8705035971223,444.8,40.0,40.0,40.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,57.14285714285714,58.536585365853654,23.170731707317074,18.29268292682927,0.8118811881188119,0.34839357429718876,1.1666666666666667,-18.02158273381295,3.0,1.0,76.23762376237624,17.82178217821782,5.9405940594059405,53.46534653465347,20.792079207920793,25.742574257425744,1.0009772434769637,0.04,0.036585365853658534,24.785714285714285,0.0,The Villain,185.42,83.91,187.96,Switch,"Nov 15, 1979",2.21,50,2.72,46,2.83,50,57,0.4
